CO2 per 1000,Type,Year,Region
0.000591602,Building (Energy) (Mt CO2e),1987,Oceania
0.001784672,Industrial Combustion (Energy) (Mt CO2e),1985,Oceania
0.000327997,Power Industry (Energy) (Mt CO2e),1976,Asia
0.000116832,Industrial Combustion (Energy) (Mt CO2e),2024,Africa
0.000334141,Industrial Processes (Mt CO2e),2012,The Americas
0.000801193,Fugitive Emissions (Energy) (Mt CO2e),1979,The Americas
0.000173609,Industrial Processes (Mt CO2e),1992,Asia
0.000757782,Power Industry (Energy) (Mt CO2e),1979,Middle East
0.004309247,Power Industry (Energy) (Mt CO2e),2020,Oceania
0.000384292,Power Industry (Energy) (Mt CO2e),1980,Asia
,Industrial Processes (Mt CO2e),1966,Asia
0.002375926,Power Industry (Energy) (Mt CO2e),2021,Europe
0.000756238,Fugitive Emissions (Energy) (Mt CO2e),2024,Oceania
0.000293390,Transport (Energy) (Mt CO2e),2003,Asia
,Fugitive Emissions (Energy) (Mt CO2e),1967,Asia
0.000498588,Industrial Combustion (Energy) (Mt CO2e),1993,Asia
,Industrial Processes (Mt CO2e),1961,Oceania
0.003519704,Power Industry (Energy) (Mt CO2e),1978,Europe
0.000977718,Industrial Combustion (Energy) (Mt CO2e),2024,Asia
0.002871129,Power Industry (Energy) (Mt CO2e),2017,Middle East
0.000828152,Fugitive Emissions (Energy) (Mt CO2e),1997,Middle East
,Building (Energy) (Mt CO2e),1963,Africa
0.000624081,Fugitive Emissions (Energy) (Mt CO2e),2006,Europe
0.000599086,Fugitive Emissions (Energy) (Mt CO2e),1977,Europe
0.000837352,Power Industry (Energy) (Mt CO2e),2000,Asia
0.002695279,Transport (Energy) (Mt CO2e),1998,The Americas
6.409461351e-05,Agriculture (Mt CO2e),2005,Oceania
,Building (Energy) (Mt CO2e),1963,Middle East
2.096853326e-06,Waste (Mt CO2e),1999,Asia
0.001209433,Industrial Combustion (Energy) (Mt CO2e),1990,The Americas
0.005042052,Power Industry (Energy) (Mt CO2e),1991,Oceania
0.004390339,Power Industry (Energy) (Mt CO2e),1982,Oceania
,Agriculture (Mt CO2e),1962,The Americas
0.000138423,Fugitive Emissions (Energy) (Mt CO2e),2021,Africa
7.670908485e-05,Agriculture (Mt CO2e),2015,Oceania
0.000390603,Industrial Processes (Mt CO2e),1972,The Americas
0.003555376,Power Industry (Energy) (Mt CO2e),2000,The Americas
6.146431184e-05,Industrial Processes (Mt CO2e),1982,Africa
7.478646853e-06,Agriculture (Mt CO2e),1976,Asia
1.000158207e-06,Waste (Mt CO2e),2022,The Americas
0.000186065,Industrial Combustion (Energy) (Mt CO2e),1989,Africa
7.898188221e-05,Building (Energy) (Mt CO2e),2024,Africa
0.001909318,Building (Energy) (Mt CO2e),1973,The Americas
,Building (Energy) (Mt CO2e),1962,Oceania
0.001597860,Transport (Energy) (Mt CO2e),2023,Middle East
0.000393071,Industrial Processes (Mt CO2e),2020,Oceania
,Power Industry (Energy) (Mt CO2e),1962,The Americas
8.617312743e-09,Waste (Mt CO2e),2003,Africa
0.001239345,Building (Energy) (Mt CO2e),2010,Europe
0.000118752,Industrial Combustion (Energy) (Mt CO2e),2015,Africa
0.000382106,Power Industry (Energy) (Mt CO2e),2011,Africa
0.000762942,Building (Energy) (Mt CO2e),1972,Oceania
0.000100232,Building (Energy) (Mt CO2e),2017,Africa
0.000693000,Industrial Processes (Mt CO2e),1972,Europe
0.000508259,Industrial Processes (Mt CO2e),2012,Europe
,Waste (Mt CO2e),1965,Middle East
2.163002290e-06,Waste (Mt CO2e),2014,Oceania
1.397847464e-05,Agriculture (Mt CO2e),1975,Oceania
0.000691143,Fugitive Emissions (Energy) (Mt CO2e),1989,Middle East
0.000341985,Industrial Processes (Mt CO2e),1993,The Americas
0.000361841,Industrial Processes (Mt CO2e),1993,Middle East
0.001192849,Transport (Energy) (Mt CO2e),1978,Europe
2.152451669e-06,Waste (Mt CO2e),2020,Asia
,Agriculture (Mt CO2e),1960,The Americas
0.000592809,Building (Energy) (Mt CO2e),1985,Oceania
0.001069101,Building (Energy) (Mt CO2e),2015,Europe
0.004034445,Power Industry (Energy) (Mt CO2e),1980,Oceania
,Transport (Energy) (Mt CO2e),1967,Europe
2.002256303e-06,Waste (Mt CO2e),2002,Asia
6.778003337e-05,Agriculture (Mt CO2e),2003,Oceania
9.618123344e-05,Industrial Processes (Mt CO2e),2018,Africa
0.000428601,Industrial Combustion (Energy) (Mt CO2e),1971,Asia
2.500201616e-06,Waste (Mt CO2e),2008,Oceania
0.001587325,Transport (Energy) (Mt CO2e),2022,Europe
0.000235361,Building (Energy) (Mt CO2e),1970,Asia
0.000126326,Fugitive Emissions (Energy) (Mt CO2e),1993,Asia
,Fugitive Emissions (Energy) (Mt CO2e),1964,Europe
,Transport (Energy) (Mt CO2e),1966,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1962,Asia
0.001309559,Industrial Combustion (Energy) (Mt CO2e),2009,Middle East
0.000296847,Building (Energy) (Mt CO2e),2006,Asia
0.002382599,Power Industry (Energy) (Mt CO2e),2019,Europe
0.001150044,Building (Energy) (Mt CO2e),2021,Europe
2.246443637e-09,Waste (Mt CO2e),2011,Middle East
0.000321924,Power Industry (Energy) (Mt CO2e),1985,Africa
5.476011280e-06,Agriculture (Mt CO2e),1989,Africa
0.001746443,Power Industry (Energy) (Mt CO2e),2013,Asia
2.405503523e-09,Waste (Mt CO2e),2008,Middle East
0.000501110,Industrial Processes (Mt CO2e),2014,Europe
4.164288030e-06,Waste (Mt CO2e),1987,Europe
0.000678619,Fugitive Emissions (Energy) (Mt CO2e),1979,Europe
0.000516448,Industrial Processes (Mt CO2e),1972,Oceania
0.001214076,Transport (Energy) (Mt CO2e),1979,Europe
,Industrial Processes (Mt CO2e),1961,Middle East
0.001582580,Transport (Energy) (Mt CO2e),2010,Europe
0.000348034,Power Industry (Energy) (Mt CO2e),1995,Africa
0.000489619,Industrial Processes (Mt CO2e),2010,Oceania
4.201059378e-06,Waste (Mt CO2e),2003,Europe
0.000328680,Industrial Processes (Mt CO2e),2003,The Americas
0.000250800,Building (Energy) (Mt CO2e),1973,Asia
,Transport (Energy) (Mt CO2e),1967,The Americas
0.000809531,Building (Energy) (Mt CO2e),2015,Oceania
0.002664231,Transport (Energy) (Mt CO2e),1997,The Americas
1.430790417e-06,Waste (Mt CO2e),1985,Asia
,Industrial Processes (Mt CO2e),2025,Oceania
1.372848026e-05,Agriculture (Mt CO2e),2005,Middle East
,Agriculture (Mt CO2e),2025,Asia
,Waste (Mt CO2e),1969,The Americas
7.897367044e-06,Agriculture (Mt CO2e),2020,Middle East
0.000116562,Fugitive Emissions (Energy) (Mt CO2e),1984,Asia
0.000116680,Industrial Processes (Mt CO2e),1976,Asia
0.001466311,Building (Energy) (Mt CO2e),1996,Europe
0.000127318,Transport (Energy) (Mt CO2e),1971,Asia
0.000780672,Building (Energy) (Mt CO2e),2019,Middle East
3.172382534e-05,Agriculture (Mt CO2e),2023,The Americas
0.000755962,Building (Energy) (Mt CO2e),2012,Middle East
0.000419045,Transport (Energy) (Mt CO2e),1973,Middle East
2.051907616e-06,Waste (Mt CO2e),2016,Oceania
0.000330130,Industrial Processes (Mt CO2e),1986,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1960,Asia
0.000625155,Fugitive Emissions (Energy) (Mt CO2e),1996,Europe
0.002086954,Industrial Combustion (Energy) (Mt CO2e),1973,Europe
8.257858986e-05,Industrial Processes (Mt CO2e),2005,Africa
0.000722075,Fugitive Emissions (Energy) (Mt CO2e),2000,Oceania
,Power Industry (Energy) (Mt CO2e),1964,Middle East
0.000628974,Building (Energy) (Mt CO2e),2000,Oceania
0.004188542,Power Industry (Energy) (Mt CO2e),1984,Oceania
0.000482719,Industrial Processes (Mt CO2e),1978,Oceania
0.000346603,Transport (Energy) (Mt CO2e),2008,Asia
,Waste (Mt CO2e),1963,The Americas
0.001709130,Industrial Combustion (Energy) (Mt CO2e),1984,Oceania
,Agriculture (Mt CO2e),2025,Europe
0.000881661,Fugitive Emissions (Energy) (Mt CO2e),2010,Oceania
7.819361430e-05,Building (Energy) (Mt CO2e),2000,Africa
0.001069702,Building (Energy) (Mt CO2e),1997,The Americas
0.001682424,Transport (Energy) (Mt CO2e),2009,Middle East
0.001245733,Power Industry (Energy) (Mt CO2e),1985,Middle East
,Industrial Processes (Mt CO2e),1969,Europe
0.001013013,Industrial Combustion (Energy) (Mt CO2e),2015,Asia
0.000385904,Power Industry (Energy) (Mt CO2e),1979,Asia
0.000693691,Fugitive Emissions (Energy) (Mt CO2e),2009,Oceania
0.003381327,Power Industry (Energy) (Mt CO2e),2007,Europe
0.000271928,Fugitive Emissions (Energy) (Mt CO2e),1971,Africa
3.455110570e-05,Agriculture (Mt CO2e),1970,Europe
0.000331259,Building (Energy) (Mt CO2e),1987,Asia
0.000753253,Building (Energy) (Mt CO2e),1995,Middle East
0.000631585,Building (Energy) (Mt CO2e),1997,Oceania
0.000974027,Building (Energy) (Mt CO2e),1998,The Americas
0.001007355,Building (Energy) (Mt CO2e),2003,The Americas
,Waste (Mt CO2e),1966,Africa
0.000818217,Fugitive Emissions (Energy) (Mt CO2e),1985,Middle East
0.000454820,Industrial Combustion (Energy) (Mt CO2e),1974,Middle East
0.000115996,Industrial Combustion (Energy) (Mt CO2e),2017,Africa
,Fugitive Emissions (Energy) (Mt CO2e),1967,The Americas
0.002724945,Power Industry (Energy) (Mt CO2e),1971,Europe
,Agriculture (Mt CO2e),1962,Europe
8.064501081e-05,Industrial Processes (Mt CO2e),2009,Africa
0.000185805,Fugitive Emissions (Energy) (Mt CO2e),2006,Asia
0.002856444,Transport (Energy) (Mt CO2e),1996,Oceania
1.660566596e-05,Agriculture (Mt CO2e),2005,Asia
1.713874217e-05,Agriculture (Mt CO2e),2024,Asia
6.279188502e-05,Industrial Processes (Mt CO2e),1992,Africa
,Industrial Combustion (Energy) (Mt CO2e),1968,Oceania
0.001517879,Transport (Energy) (Mt CO2e),2005,Middle East
4.254446345e-06,Waste (Mt CO2e),1992,Europe
0.000208983,Transport (Energy) (Mt CO2e),2003,Africa
0.000384968,Power Industry (Energy) (Mt CO2e),2009,Africa
0.002137351,Power Industry (Energy) (Mt CO2e),2001,Middle East
0.002751320,Transport (Energy) (Mt CO2e),1994,Oceania
0.000223856,Fugitive Emissions (Energy) (Mt CO2e),2017,Asia
0.000939066,Industrial Combustion (Energy) (Mt CO2e),2013,Europe
0.000862254,Building (Energy) (Mt CO2e),2005,Middle East
0.002611429,Power Industry (Energy) (Mt CO2e),2015,The Americas
0.000265368,Fugitive Emissions (Energy) (Mt CO2e),2023,Asia
0.000758466,Power Industry (Energy) (Mt CO2e),1998,Asia
1.697722640e-05,Agriculture (Mt CO2e),2008,Asia
0.002893612,Transport (Energy) (Mt CO2e),2004,Oceania
5.446309155e-05,Agriculture (Mt CO2e),2000,Oceania
0.000644266,Industrial Processes (Mt CO2e),1989,Europe
0.000756813,Building (Energy) (Mt CO2e),2004,Oceania
0.000804088,Building (Energy) (Mt CO2e),2017,The Americas
0.000846980,Industrial Combustion (Energy) (Mt CO2e),1979,Middle East
3.040273427e-06,Waste (Mt CO2e),2003,Oceania
1.358693774e-05,Agriculture (Mt CO2e),1987,Asia
,Industrial Combustion (Energy) (Mt CO2e),1960,Europe
,Waste (Mt CO2e),1962,Middle East
0.001679425,Power Industry (Energy) (Mt CO2e),2012,Asia
0.000508141,Industrial Combustion (Energy) (Mt CO2e),1997,Asia
3.736388878e-06,Waste (Mt CO2e),2010,Europe
,Waste (Mt CO2e),1968,Oceania
0.001233227,Transport (Energy) (Mt CO2e),1985,Europe
0.000806222,Fugitive Emissions (Energy) (Mt CO2e),1976,Oceania
0.000872256,Fugitive Emissions (Energy) (Mt CO2e),2006,Middle East
,Agriculture (Mt CO2e),1969,The Americas
6.407595330e-06,Agriculture (Mt CO2e),1973,Asia
0.002359835,Power Industry (Energy) (Mt CO2e),2005,Middle East
0.001623001,Transport (Energy) (Mt CO2e),2024,Europe
,Transport (Energy) (Mt CO2e),1963,Middle East
9.278851585e-05,Building (Energy) (Mt CO2e),1981,Africa
2.842885423e-05,Agriculture (Mt CO2e),2016,The Americas
0.000514448,Fugitive Emissions (Energy) (Mt CO2e),2021,Europe
,Agriculture (Mt CO2e),1969,Middle East
,Industrial Processes (Mt CO2e),1960,The Americas
0.001055412,Transport (Energy) (Mt CO2e),1973,Europe
,Agriculture (Mt CO2e),1966,Oceania
0.000389982,Industrial Processes (Mt CO2e),2021,Oceania
0.000171652,Transport (Energy) (Mt CO2e),1983,Africa
0.001159761,Industrial Combustion (Energy) (Mt CO2e),2015,Oceania
0.000413287,Industrial Processes (Mt CO2e),2017,Oceania
2.151878357e-06,Waste (Mt CO2e),2014,Asia
0.001357568,Industrial Combustion (Energy) (Mt CO2e),1992,Europe
9.207436307e-06,Agriculture (Mt CO2e),2016,Middle East
2.268770948e-05,Agriculture (Mt CO2e),2009,The Americas
,Building (Energy) (Mt CO2e),1968,Europe
0.000646389,Power Industry (Energy) (Mt CO2e),1993,Asia
0.000385680,Industrial Processes (Mt CO2e),1999,Middle East
0.003594975,Power Industry (Energy) (Mt CO2e),1981,Europe
0.000575813,Power Industry (Energy) (Mt CO2e),1977,Middle East
1.975817224e-05,Agriculture (Mt CO2e),1988,Oceania
,Waste (Mt CO2e),1969,Middle East
0.001051165,Industrial Combustion (Energy) (Mt CO2e),2005,Europe
3.559925959e-06,Waste (Mt CO2e),2016,Europe
0.003018998,Power Industry (Energy) (Mt CO2e),1990,The Americas
0.002759037,Power Industry (Energy) (Mt CO2e),1983,The Americas
,Transport (Energy) (Mt CO2e),1960,Africa
,Waste (Mt CO2e),1967,Europe
,Transport (Energy) (Mt CO2e),1962,Asia
3.858626720e-06,Waste (Mt CO2e),1974,Europe
,Building (Energy) (Mt CO2e),1968,Middle East
0.000767468,Fugitive Emissions (Energy) (Mt CO2e),1986,Oceania
9.053700803e-05,Industrial Processes (Mt CO2e),2012,Africa
0.000297005,Building (Energy) (Mt CO2e),1978,Asia
0.000766429,Industrial Combustion (Energy) (Mt CO2e),2017,The Americas
,Power Industry (Energy) (Mt CO2e),2025,The Americas
,Industrial Processes (Mt CO2e),1964,Middle East
9.014725796e-06,Agriculture (Mt CO2e),1971,Middle East
0.000797341,Fugitive Emissions (Energy) (Mt CO2e),2012,Oceania
0.000877071,Fugitive Emissions (Energy) (Mt CO2e),2005,Middle East
0.000938085,Transport (Energy) (Mt CO2e),1970,Europe
9.526520525e-05,Building (Energy) (Mt CO2e),2015,Africa
1.149675038e-05,Agriculture (Mt CO2e),1979,Middle East
5.411666077e-06,Agriculture (Mt CO2e),2000,Africa
2.270097831e-06,Waste (Mt CO2e),2018,Asia
,Industrial Combustion (Energy) (Mt CO2e),1966,Europe
0.000670175,Industrial Processes (Mt CO2e),1975,Europe
0.000175098,Transport (Energy) (Mt CO2e),1981,Africa
0.000549977,Industrial Processes (Mt CO2e),2002,Oceania
0.001128351,Power Industry (Energy) (Mt CO2e),2005,Asia
0.001949454,Building (Energy) (Mt CO2e),1974,Europe
0.000217197,Fugitive Emissions (Energy) (Mt CO2e),2007,Africa
0.001034578,Building (Energy) (Mt CO2e),2014,Europe
0.000597828,Fugitive Emissions (Energy) (Mt CO2e),1973,Oceania
7.484722072e-09,Waste (Mt CO2e),1986,Africa
0.000780344,Building (Energy) (Mt CO2e),2019,Oceania
1.708680042e-05,Agriculture (Mt CO2e),2001,Asia
0.000203784,Industrial Processes (Mt CO2e),1995,Asia
1.546457745e-05,Agriculture (Mt CO2e),1978,Oceania
0.000162083,Fugitive Emissions (Energy) (Mt CO2e),2014,Africa
0.001114430,Industrial Combustion (Energy) (Mt CO2e),2021,Oceania
1.723011896e-05,Agriculture (Mt CO2e),1998,Middle East
4.020712281e-06,Waste (Mt CO2e),1976,Oceania
,Building (Energy) (Mt CO2e),1966,Africa
0.002766745,Transport (Energy) (Mt CO2e),2017,Oceania
0.001771620,Power Industry (Energy) (Mt CO2e),2014,Asia
0.002913822,Fugitive Emissions (Energy) (Mt CO2e),1971,Middle East
3.032462464e-05,Agriculture (Mt CO2e),2019,Europe
0.006043558,Power Industry (Energy) (Mt CO2e),2000,Oceania
0.000114115,Industrial Combustion (Energy) (Mt CO2e),2021,Africa
0.002033509,Building (Energy) (Mt CO2e),1976,Europe
0.002578051,Transport (Energy) (Mt CO2e),1994,The Americas
0.001864718,Industrial Combustion (Energy) (Mt CO2e),1990,Oceania
0.000955117,Industrial Combustion (Energy) (Mt CO2e),2019,Asia
0.000218177,Industrial Processes (Mt CO2e),2000,Asia
9.401634101e-09,Waste (Mt CO2e),2009,Africa
0.000406317,Industrial Processes (Mt CO2e),2019,Oceania
0.000998164,Industrial Combustion (Energy) (Mt CO2e),2008,Europe
0.000665228,Fugitive Emissions (Energy) (Mt CO2e),2007,The Americas
,Industrial Processes (Mt CO2e),1960,Middle East
5.420926383e-09,Waste (Mt CO2e),1974,Africa
,Industrial Processes (Mt CO2e),1962,The Americas
3.474439832e-09,Waste (Mt CO2e),2001,Middle East
0.001369025,Industrial Combustion (Energy) (Mt CO2e),2024,Middle East
9.719349122e-05,Industrial Processes (Mt CO2e),2021,Africa
,Fugitive Emissions (Energy) (Mt CO2e),2025,Africa
0.003305201,Power Industry (Energy) (Mt CO2e),2005,Europe
,Power Industry (Energy) (Mt CO2e),1969,Africa
0.000217077,Industrial Combustion (Energy) (Mt CO2e),1975,Africa
8.896962093e-06,Agriculture (Mt CO2e),1974,Middle East
,Agriculture (Mt CO2e),1964,Europe
0.000813578,Industrial Processes (Mt CO2e),2024,Middle East
0.001454723,Fugitive Emissions (Energy) (Mt CO2e),1982,Middle East
0.001683314,Transport (Energy) (Mt CO2e),2016,Middle East
0.000802847,Fugitive Emissions (Energy) (Mt CO2e),1974,Oceania
6.417789798e-05,Industrial Processes (Mt CO2e),1977,Africa
0.002863110,Transport (Energy) (Mt CO2e),2005,Oceania
0.000296290,Industrial Processes (Mt CO2e),1981,Middle East
7.557063132e-06,Agriculture (Mt CO2e),2023,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1962,Africa
0.000335089,Industrial Processes (Mt CO2e),1992,The Americas
0.000472720,Industrial Processes (Mt CO2e),2018,Asia
0.000721483,Fugitive Emissions (Energy) (Mt CO2e),1984,Oceania
0.003008005,Power Industry (Energy) (Mt CO2e),2009,Europe
,Transport (Energy) (Mt CO2e),1962,Middle East
0.002623729,Power Industry (Energy) (Mt CO2e),2017,Europe
,Transport (Energy) (Mt CO2e),1964,Africa
0.000254309,Transport (Energy) (Mt CO2e),1996,Asia
0.000170291,Transport (Energy) (Mt CO2e),1984,Africa
1.464753764e-05,Agriculture (Mt CO2e),1976,Oceania
,Transport (Energy) (Mt CO2e),2025,Middle East
0.000598196,Building (Energy) (Mt CO2e),1986,Middle East
8.072692932e-05,Industrial Processes (Mt CO2e),1970,Africa
4.725389259e-06,Agriculture (Mt CO2e),2010,Africa
0.000156514,Transport (Energy) (Mt CO2e),1978,Asia
0.001262586,Building (Energy) (Mt CO2e),1983,The Americas
1.258595552e-05,Agriculture (Mt CO2e),1981,Middle East
0.002833237,Transport (Energy) (Mt CO2e),2009,Oceania
0.000113279,Industrial Processes (Mt CO2e),1970,Asia
1.648628473e-05,Agriculture (Mt CO2e),1995,Middle East
0.001615237,Power Industry (Energy) (Mt CO2e),2011,Asia
0.000865384,Building (Energy) (Mt CO2e),2008,Middle East
0.000758691,Fugitive Emissions (Energy) (Mt CO2e),1995,Middle East
0.001282163,Transport (Energy) (Mt CO2e),1997,Middle East
7.765278909e-06,Agriculture (Mt CO2e),2022,Middle East
,Industrial Processes (Mt CO2e),1965,Middle East
0.001173312,Building (Energy) (Mt CO2e),2007,Europe
0.001300831,Building (Energy) (Mt CO2e),2004,Europe
0.002847751,Transport (Energy) (Mt CO2e),2012,Oceania
0.000803821,Fugitive Emissions (Energy) (Mt CO2e),2001,Middle East
0.000240167,Fugitive Emissions (Energy) (Mt CO2e),1999,Africa
5.941550394e-09,Waste (Mt CO2e),1978,Africa
8.035976796e-05,Building (Energy) (Mt CO2e),2023,Africa
,Power Industry (Energy) (Mt CO2e),1966,Africa
0.000477068,Industrial Processes (Mt CO2e),1995,Europe
0.000863533,Industrial Combustion (Energy) (Mt CO2e),1989,Middle East
0.000753846,Fugitive Emissions (Energy) (Mt CO2e),1988,Middle East
1.110923636e-05,Agriculture (Mt CO2e),1977,Middle East
3.212993782e-05,Agriculture (Mt CO2e),2021,The Americas
,Industrial Processes (Mt CO2e),1969,Africa
0.001634163,Transport (Energy) (Mt CO2e),2008,Middle East
4.191430567e-05,Agriculture (Mt CO2e),1987,Europe
0.000490346,Industrial Processes (Mt CO2e),2005,Oceania
0.001656063,Transport (Energy) (Mt CO2e),2010,Middle East
0.000197758,Industrial Combustion (Energy) (Mt CO2e),1985,Africa
8.491332551e-05,Building (Energy) (Mt CO2e),1994,Africa
0.002320554,Power Industry (Energy) (Mt CO2e),2022,Europe
0.002560029,Transport (Energy) (Mt CO2e),1984,Oceania
0.000465957,Industrial Processes (Mt CO2e),1996,Europe
3.987195699e-06,Waste (Mt CO2e),1975,Oceania
0.000617955,Fugitive Emissions (Energy) (Mt CO2e),1997,Europe
0.000337298,Building (Energy) (Mt CO2e),1971,Middle East
,Industrial Processes (Mt CO2e),1966,Oceania
1.694990377e-05,Agriculture (Mt CO2e),1995,Asia
0.001048775,Industrial Combustion (Energy) (Mt CO2e),2012,Asia
1.044943534e-05,Agriculture (Mt CO2e),2012,Middle East
,Power Industry (Energy) (Mt CO2e),1968,Middle East
0.002053592,Industrial Combustion (Energy) (Mt CO2e),1978,Europe
0.000136953,Fugitive Emissions (Energy) (Mt CO2e),2020,Africa
0.000811058,Building (Energy) (Mt CO2e),2014,Oceania
,Building (Energy) (Mt CO2e),1967,Africa
8.713240184e-05,Industrial Processes (Mt CO2e),2013,Africa
0.000454180,Transport (Energy) (Mt CO2e),1974,Middle East
0.000491548,Industrial Processes (Mt CO2e),2020,Asia
1.000044562e-06,Waste (Mt CO2e),2017,The Americas
0.000287214,Fugitive Emissions (Energy) (Mt CO2e),1988,Africa
0.000355164,Industrial Processes (Mt CO2e),2008,Asia
2.344857905e-09,Waste (Mt CO2e),2009,Middle East
0.000785016,Fugitive Emissions (Energy) (Mt CO2e),1993,Oceania
0.003937689,Power Industry (Energy) (Mt CO2e),1977,Oceania
0.002635204,Transport (Energy) (Mt CO2e),1972,The Americas
4.314834086e-06,Agriculture (Mt CO2e),2008,Africa
0.001066581,Industrial Combustion (Energy) (Mt CO2e),2007,Europe
0.001713311,Building (Energy) (Mt CO2e),1978,The Americas
,Industrial Combustion (Energy) (Mt CO2e),1966,Asia
0.000479363,Industrial Combustion (Energy) (Mt CO2e),2001,Asia
0.005125399,Power Industry (Energy) (Mt CO2e),1995,Oceania
,Agriculture (Mt CO2e),1961,Asia
0.000637330,Fugitive Emissions (Energy) (Mt CO2e),1986,The Americas
0.000264418,Building (Energy) (Mt CO2e),1976,Asia
8.660289301e-05,Fugitive Emissions (Energy) (Mt CO2e),1976,Asia
0.000348300,Building (Energy) (Mt CO2e),1988,Asia
0.000230798,Industrial Processes (Mt CO2e),1970,Middle East
,Transport (Energy) (Mt CO2e),1968,Asia
0.002706304,Transport (Energy) (Mt CO2e),2003,The Americas
0.000133970,Fugitive Emissions (Energy) (Mt CO2e),1996,Asia
3.639236437e-06,Waste (Mt CO2e),1997,Europe
0.000554570,Industrial Processes (Mt CO2e),2006,Europe
0.000311663,Power Industry (Energy) (Mt CO2e),1973,Asia
0.001045936,Transport (Energy) (Mt CO2e),1974,Europe
0.003348185,Power Industry (Energy) (Mt CO2e),2003,Europe
1.708981573e-05,Agriculture (Mt CO2e),2006,Asia
0.000284336,Building (Energy) (Mt CO2e),2021,Asia
3.831973155e-06,Waste (Mt CO2e),1972,Oceania
5.301018196e-06,Agriculture (Mt CO2e),1972,Africa
0.002426926,Transport (Energy) (Mt CO2e),2021,Oceania
,Waste (Mt CO2e),1962,Africa
2.625893079e-05,Agriculture (Mt CO2e),2009,Europe
,Waste (Mt CO2e),1961,The Americas
0.001468826,Power Industry (Energy) (Mt CO2e),2010,Asia
0.000412003,Building (Energy) (Mt CO2e),1974,Middle East
2.904777979e-09,Waste (Mt CO2e),1983,Middle East
0.000641010,Fugitive Emissions (Energy) (Mt CO2e),1990,The Americas
,Agriculture (Mt CO2e),1964,Asia
0.001024933,Industrial Combustion (Energy) (Mt CO2e),1999,Middle East
5.033861212e-06,Agriculture (Mt CO2e),2019,Africa
0.002161005,Industrial Combustion (Energy) (Mt CO2e),1973,The Americas
3.809578755e-09,Waste (Mt CO2e),1990,Middle East
0.000239542,Transport (Energy) (Mt CO2e),1998,Asia
1.630895191e-05,Agriculture (Mt CO2e),2017,Asia
0.000715589,Fugitive Emissions (Energy) (Mt CO2e),1993,Middle East
2.157352262e-05,Agriculture (Mt CO2e),1996,The Americas
0.001277099,Building (Energy) (Mt CO2e),1984,The Americas
0.000879204,Industrial Combustion (Energy) (Mt CO2e),2008,The Americas
0.001307400,Building (Energy) (Mt CO2e),2003,Europe
0.000288569,Fugitive Emissions (Energy) (Mt CO2e),1996,Africa
2.743544321e-05,Agriculture (Mt CO2e),2014,The Americas
0.000136747,Industrial Combustion (Energy) (Mt CO2e),1998,Africa
6.041166499e-05,Industrial Processes (Mt CO2e),1987,Africa
,Fugitive Emissions (Energy) (Mt CO2e),1961,Africa
0.002840023,Transport (Energy) (Mt CO2e),2003,Oceania
0.002179891,Transport (Energy) (Mt CO2e),1973,Oceania
3.589078539e-05,Agriculture (Mt CO2e),1994,Oceania
,Transport (Energy) (Mt CO2e),1962,Africa
0.003132003,Power Industry (Energy) (Mt CO2e),1993,The Americas
0.000273782,Transport (Energy) (Mt CO2e),2017,Africa
3.407812548e-06,Waste (Mt CO2e),2001,Oceania
,Power Industry (Energy) (Mt CO2e),1965,Middle East
0.000332295,Power Industry (Energy) (Mt CO2e),2023,Africa
,Transport (Energy) (Mt CO2e),1966,Asia
4.488351033e-07,Waste (Mt CO2e),1978,The Americas
5.380074391e-06,Agriculture (Mt CO2e),1984,Africa
,Building (Energy) (Mt CO2e),1960,The Americas
0.003539657,Power Industry (Energy) (Mt CO2e),1997,The Americas
0.000130252,Industrial Combustion (Energy) (Mt CO2e),2010,Africa
,Building (Energy) (Mt CO2e),1966,Asia
7.589367052e-05,Fugitive Emissions (Energy) (Mt CO2e),1972,Asia
0.000515290,Industrial Processes (Mt CO2e),2010,Europe
0.000721516,Industrial Combustion (Energy) (Mt CO2e),2021,The Americas
0.000627330,Fugitive Emissions (Energy) (Mt CO2e),1983,Europe
0.002761050,Transport (Energy) (Mt CO2e),2016,Oceania
4.218645266e-06,Waste (Mt CO2e),1991,Europe
,Transport (Energy) (Mt CO2e),1968,Oceania
0.000161396,Transport (Energy) (Mt CO2e),1973,Africa
6.323680107e-05,Industrial Processes (Mt CO2e),1978,Africa
0.002562647,Transport (Energy) (Mt CO2e),1990,The Americas
8.855892310e-05,Industrial Processes (Mt CO2e),2007,Africa
0.000503282,Industrial Processes (Mt CO2e),2019,Europe
,Fugitive Emissions (Energy) (Mt CO2e),2025,Oceania
0.000507940,Power Industry (Energy) (Mt CO2e),1976,Middle East
4.397182643e-06,Agriculture (Mt CO2e),2009,Africa
,Waste (Mt CO2e),1969,Africa
0.002892625,Power Industry (Energy) (Mt CO2e),1981,The Americas
0.000331532,Industrial Processes (Mt CO2e),1991,The Americas
0.000598740,Transport (Energy) (Mt CO2e),1976,Middle East
0.002780576,Transport (Energy) (Mt CO2e),1979,The Americas
4.186448381e-06,Waste (Mt CO2e),1993,Oceania
